episode_id,seed,segment_id_oracle,regime_id_oracle,method,selected_skill,verification_status,abstain
29,4314,bias_dominant,A_bias_low_noise,STATELESS_GLM,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
29,4314,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
29,4314,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
29,4314,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
29,4314,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
30,4318,bias_dominant,A_bias_low_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
30,4318,bias_dominant,A_bias_low_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
30,4318,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
30,4318,bias_dominant,A_bias_low_noise,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
30,4318,bias_dominant,A_bias_low_noise,STATELESS_GLM,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
30,4318,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
30,4318,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
30,4318,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
30,4318,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
31,4320,bias_dominant,A_bias_low_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
31,4320,bias_dominant,A_bias_low_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
31,4320,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
31,4320,bias_dominant,A_bias_low_noise,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
31,4320,bias_dominant,A_bias_low_noise,STATELESS_GLM,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
31,4320,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
31,4320,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
31,4320,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
31,4320,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
32,4324,bias_dominant,A_bias_low_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
32,4324,bias_dominant,A_bias_low_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
32,4324,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
32,4324,bias_dominant,A_bias_low_noise,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
32,4324,bias_dominant,A_bias_low_noise,STATELESS_GLM,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
32,4324,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
32,4324,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
32,4324,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
32,4324,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4326,bias_dominant,A_bias_low_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4326,bias_dominant,A_bias_low_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
33,4326,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4326,bias_dominant,A_bias_low_noise,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4326,bias_dominant,A_bias_low_noise,STATELESS_GLM,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4326,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4326,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4326,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
33,4326,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
34,4328,bias_dominant,A_bias_low_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
34,4328,bias_dominant,A_bias_low_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
34,4328,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
34,4328,bias_dominant,A_bias_low_noise,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
34,4328,bias_dominant,A_bias_low_noise,STATELESS_GLM,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
34,4328,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
34,4328,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
34,4328,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
34,4328,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
35,4332,bias_dominant,A_bias_low_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
35,4332,bias_dominant,A_bias_low_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
35,4332,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
35,4332,bias_dominant,A_bias_low_noise,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
35,4332,bias_dominant,A_bias_low_noise,STATELESS_GLM,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
35,4332,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
35,4332,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
35,4332,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
35,4332,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
36,4334,bias_dominant,A_bias_low_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
36,4334,bias_dominant,A_bias_low_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
36,4334,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
36,4334,bias_dominant,A_bias_low_noise,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
36,4334,bias_dominant,A_bias_low_noise,STATELESS_GLM,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
36,4334,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
36,4334,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
36,4334,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
36,4334,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
37,4335,bias_dominant,C_bias_dominant_mixed,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
37,4335,bias_dominant,C_bias_dominant_mixed,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
37,4335,bias_dominant,C_bias_dominant_mixed,FROZEN_VARIANCE_RULE,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
37,4335,bias_dominant,C_bias_dominant_mixed,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
37,4335,bias_dominant,C_bias_dominant_mixed,STATELESS_GLM,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
37,4335,bias_dominant,C_bias_dominant_mixed,GLM_FROZEN_BOOTSTRAP_MEMORY,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
37,4335,bias_dominant,C_bias_dominant_mixed,GLM_ONLINE_ACTION_MEMORY,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
37,4335,bias_dominant,C_bias_dominant_mixed,GLM_ONLINE_MEMORY_RESONANCE,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
37,4335,bias_dominant,C_bias_dominant_mixed,EVALUATOR_ONLY_ORACLE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
38,4337,bias_dominant,C_bias_dominant_mixed,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False
38,4337,bias_dominant,C_bias_dominant_mixed,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
38,4337,bias_dominant,C_bias_dominant_mixed,FROZEN_VARIANCE_RULE,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
38,4337,bias_dominant,C_bias_dominant_mixed,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False
38,4337,bias_dominant,C_bias_dominant_mixed,STATELESS_GLM,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
38,4337,bias_dominant,C_bias_dominant_mixed,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False
38,4337,bias_dominant,C_bias_dominant_mixed,GLM_ONLINE_ACTION_MEMORY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
38,4337,bias_dominant,C_bias_dominant_mixed,GLM_ONLINE_MEMORY_RESONANCE,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
38,4337,bias_dominant,C_bias_dominant_mixed,EVALUATOR_ONLY_ORACLE,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
39,4338,bias_dominant,A_bias_low_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
39,4338,bias_dominant,A_bias_low_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
39,4338,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
39,4338,bias_dominant,A_bias_low_noise,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
39,4338,bias_dominant,A_bias_low_noise,STATELESS_GLM,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
39,4338,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
39,4338,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
39,4338,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
39,4338,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
40,4346,bias_dominant,A_bias_low_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
40,4346,bias_dominant,A_bias_low_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
40,4346,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
40,4346,bias_dominant,A_bias_low_noise,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
40,4346,bias_dominant,A_bias_low_noise,STATELESS_GLM,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
40,4346,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
40,4346,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
40,4346,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
40,4346,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
41,4349,bias_dominant,C_bias_dominant_mixed,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
41,4349,bias_dominant,C_bias_dominant_mixed,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
41,4349,bias_dominant,C_bias_dominant_mixed,FROZEN_VARIANCE_RULE,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
41,4349,bias_dominant,C_bias_dominant_mixed,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
41,4349,bias_dominant,C_bias_dominant_mixed,STATELESS_GLM,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,False
41,4349,bias_dominant,C_bias_dominant_mixed,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
41,4349,bias_dominant,C_bias_dominant_mixed,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
41,4349,bias_dominant,C_bias_dominant_mixed,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
41,4349,bias_dominant,C_bias_dominant_mixed,EVALUATOR_ONLY_ORACLE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
42,4350,noise_dominant,B_zero_mean_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,False
42,4350,noise_dominant,B_zero_mean_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
