schema_version,prediction_id,episode_id,selected_skill,predicted_status,observed_status,predicted_progress,observed_progress,status_match,progress_error,observed_class_probability,resonance_class,predicted_accept_probability,observed_accepted
1,acr_episode029_independent_stochastic_retry,29,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.009910428134876775,0.0,True,0.009910428134876775,0.6727080790299897,SUPPORTED,0.18487228353957835,False
1,acr_episode031_bounded_planar_compensation,31,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.12362669030983746,0.41895299266030483,True,0.29532630235046736,0.4320181711442811,SUPPORTED,0.4320181711442811,True
1,acr_episode031_independent_stochastic_retry,31,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.01372588169764422,0.0,True,0.01372588169764422,0.5975543689097994,SUPPORTED,0.22526899829564703,False
1,acr_episode032_bounded_planar_compensation,32,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.11933453603899655,0.11836206656877604,True,0.000972469470220505,0.47691704265754137,SUPPORTED,0.47691704265754137,True
1,acr_episode032_independent_stochastic_retry,32,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.012202531876127243,0.0,True,0.012202531876127243,0.634994914069977,SUPPORTED,0.20642593755664354,False
1,acr_episode034_bounded_planar_compensation,34,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,INCONCLUSIVE,0.15668068247336606,0.153188817449793,False,0.003491865023573043,0.3905813070586407,UNRESOLVED,0.4176498187296199,False
1,acr_episode034_independent_stochastic_retry,34,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.01284181182973732,0.0,True,0.01284181182973732,0.5921208899898537,SUPPORTED,0.22571897858962045,False
1,acr_episode036_bounded_planar_compensation,36,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.10223619030243683,0.1278096521851992,True,0.025573461882762383,0.4405699009687547,SUPPORTED,0.4405699009687547,True
1,acr_episode036_independent_stochastic_retry,36,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.011593117838022884,0.0,True,0.011593117838022884,0.6261654982386542,SUPPORTED,0.20880722584418265,False
1,acr_episode037_bounded_planar_compensation,37,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.11676138461365312,0.24589287844901353,True,0.1291314938353604,0.4739396896536231,SUPPORTED,0.4739396896536231,True
1,acr_episode037_independent_stochastic_retry,37,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.011305394247620192,0.0,True,0.011305394247620192,0.6439406365848418,SUPPORTED,0.20058843769092188,False
1,acr_episode038_bounded_planar_compensation,38,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.12823541483913448,0.21307887551008503,True,0.08484346067095055,0.47524835198187043,SUPPORTED,0.47524835198187043,True
1,acr_episode038_independent_stochastic_retry,38,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.009650364827788974,0.0,True,0.009650364827788974,0.6673032480139229,SUPPORTED,0.186621965494987,False
1,acr_episode039_bounded_planar_compensation,39,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.10516976158027144,0.10900996846738822,True,0.0038402068871167816,0.4525342987464471,SUPPORTED,0.4525342987464471,True
1,acr_episode039_independent_stochastic_retry,39,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.00886190176739496,0.0,True,0.00886190176739496,0.681111073434196,SUPPORTED,0.17864093948361653,False
1,acr_episode040_bounded_planar_compensation,40,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,ACCEPTED,0.11563067594459937,0.186177973729961,False,0.07054729778536163,0.3786531781822583,UNRESOLVED,0.3786531781822583,True
1,acr_episode040_independent_stochastic_retry,40,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,ACCEPTED,0.02648910361847285,0.18455004203307807,False,0.15806093841460522,0.29873066313697,CONTRADICTED,0.29873066313697,True
1,acr_episode043_bounded_planar_compensation,43,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.13054530985685234,0.2772288146182639,True,0.14668350476141154,0.4714348924429036,SUPPORTED,0.4714348924429036,True
1,acr_episode043_independent_stochastic_retry,43,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.025120349815394002,0.0,True,0.025120349815394002,0.6269329804882798,SUPPORTED,0.23198651568700002,False
1,acr_episode044_bounded_planar_compensation,44,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,INCONCLUSIVE,0.10649021940838296,0.1166770105513631,False,0.010186791142980142,0.36811579170575803,UNRESOLVED,0.45770747542988705,False
1,acr_episode044_independent_stochastic_retry,44,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.02190041314620232,0.0,True,0.02190041314620232,0.6475112759415534,SUPPORTED,0.21707313753935675,False
1,acr_episode046_bounded_planar_compensation,46,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.1501408125598544,0.3325878528170572,True,0.18244704025720282,0.43717493302801935,SUPPORTED,0.43717493302801935,True
1,acr_episode046_independent_stochastic_retry,46,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.026292900929691727,0.0,True,0.026292900929691727,0.6042584969699397,SUPPORTED,0.2425172501352295,False
1,acr_episode047_bounded_planar_compensation,47,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.12103139135701282,0.11524662950007744,True,0.005784761856935383,0.47601006611876023,SUPPORTED,0.47601006611876023,True
1,acr_episode047_independent_stochastic_retry,47,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.027716400409426644,0.0,True,0.027716400409426644,0.5976660827650128,SUPPORTED,0.24827038124204423,False
1,acr_episode048_bounded_planar_compensation,48,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.13593413672535745,0.18096523710524898,True,0.045031100379891525,0.45421637696825196,SUPPORTED,0.45421637696825196,True
1,acr_episode048_independent_stochastic_retry,48,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.02822545921295951,0.0,True,0.02822545921295951,0.5797298539142733,SUPPORTED,0.25478191936743705,False
1,acr_episode049_bounded_planar_compensation,49,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,REJECTED,0.10569955446517061,-0.024624937184668794,False,0.1303244916498394,0.1748546039796164,CONTRADICTED,0.42601073114776267,False
1,acr_episode049_independent_stochastic_retry,49,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.021065485380680274,0.0,True,0.021065485380680274,0.6517386984125418,SUPPORTED,0.21354697607690404,False
1,acr_episode053_bounded_planar_compensation,53,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.12424507487958299,0.19699619181550884,True,0.07275111693592586,0.46193059143389886,SUPPORTED,0.46193059143389886,True
1,acr_episode053_independent_stochastic_retry,53,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.022166341794049832,0.0,True,0.022166341794049832,0.6443409047157165,SUPPORTED,0.21888549737250937,False
1,acr_episode054_bounded_planar_compensation,54,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.08614768498504802,0.17322791014157898,True,0.08708022515653097,0.4072309623769691,SUPPORTED,0.4072309623769691,True
1,acr_episode054_independent_stochastic_retry,54,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.0201650722818817,0.0,True,0.0201650722818817,0.6620984691811133,SUPPORTED,0.20751514725913883,False
1,acr_episode055_bounded_planar_compensation,55,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,ACCEPTED,0.145078223400177,0.386256877457404,False,0.241178654057227,0.37572697646689274,UNRESOLVED,0.37572697646689274,True
1,acr_episode055_independent_stochastic_retry,55,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,ACCEPTED,0.048991163610548775,0.3817786563061366,False,0.3327874926955878,0.33355195746297733,CONTRADICTED,0.33355195746297733,True
1,acr_episode057_bounded_planar_compensation,57,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.10969113287294652,0.17304023965874177,True,0.06334910678579525,0.4827345684465592,SUPPORTED,0.4827345684465592,True
1,acr_episode057_independent_stochastic_retry,57,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.04592726042510456,0.0,True,0.04592726042510456,0.6163999270654993,SUPPORTED,0.25384541373788194,False
1,acr_episode058_bounded_planar_compensation,58,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.12570339851997867,0.2035718090419177,True,0.07786841052193905,0.45120998036159043,SUPPORTED,0.45120998036159043,True
1,acr_episode058_independent_stochastic_retry,58,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.05293890638947576,0.0,True,0.05293890638947576,0.5742599593430834,SUPPORTED,0.2756406553168686,False
1,acr_episode059_bounded_planar_compensation,59,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,INCONCLUSIVE,0.09939543772436975,0.04555787030547631,False,0.05383756741889344,0.3660208722334303,UNRESOLVED,0.414743173127848,False
1,acr_episode059_independent_stochastic_retry,59,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.05113559181662946,0.0,True,0.05113559181662946,0.597109195254101,SUPPORTED,0.26667504925207675,False
1,acr_episode060_bounded_planar_compensation,60,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,INCONCLUSIVE,0.12344919512267624,0.03256310494041392,False,0.09088609018226232,0.37463457944908884,UNRESOLVED,0.383800282493468,False
1,acr_episode060_independent_stochastic_retry,60,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,ACCEPTED,0.10273174394187035,0.1771280809396091,False,0.07439633699773876,0.38381368148162265,CONTRADICTED,0.38381368148162265,True
1,acr_episode061_bounded_planar_compensation,61,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.09792256668382396,0.1801602392286616,True,0.08223767254483763,0.4201096188568192,SUPPORTED,0.4201096188568192,True
1,acr_episode061_independent_stochastic_retry,61,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.058892598247326663,0.0,True,0.058892598247326663,0.578160958430196,SUPPORTED,0.29466263359729417,False
1,acr_episode062_bounded_planar_compensation,62,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.10703597646108924,0.21563297144885596,True,0.10859699498776672,0.4696960758489107,SUPPORTED,0.4696960758489107,True
1,acr_episode062_independent_stochastic_retry,62,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.05767399461158415,0.0,True,0.05767399461158415,0.5836155823399547,SUPPORTED,0.2923900953260182,False
1,acr_episode063_bounded_planar_compensation,63,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.11406368201869638,0.14036452411775233,True,0.02630084209905595,0.4555936620964638,SUPPORTED,0.4555936620964638,True
1,acr_episode063_independent_stochastic_retry,63,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.0572561406843145,0.0,True,0.0572561406843145,0.5844486888720133,SUPPORTED,0.28920453922713785,False
1,acr_episode064_bounded_planar_compensation,64,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,INCONCLUSIVE,0.08190663241805539,0.017111562360307975,False,0.06479507005774741,0.3745936554713938,UNRESOLVED,0.40038857915646325,False
1,acr_episode064_independent_stochastic_retry,64,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.05359102562735533,0.0,True,0.05359102562735533,0.6038095240182315,SUPPORTED,0.27589339295435883,False
1,acr_episode066_bounded_planar_compensation,66,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.11032287249395098,0.1970173972908206,True,0.08669452479686962,0.4089412366967558,SUPPORTED,0.4089412366967558,True
1,acr_episode066_independent_stochastic_retry,66,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.06188856977771358,0.0,True,0.06188856977771358,0.5586258132281485,SUPPORTED,0.3031392004300666,False
1,acr_episode070_bounded_planar_compensation,70,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,INCONCLUSIVE,0.11953106956847176,0.1858499113765646,False,0.06631884180809283,0.38326394033908073,UNRESOLVED,0.3854083266378882,False
1,acr_episode070_independent_stochastic_retry,70,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,ACCEPTED,0.1075178428331907,0.21879001758948002,False,0.11127217475628932,0.41332277224512154,CONTRADICTED,0.41332277224512154,True
1,acr_episode071_bounded_planar_compensation,71,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,REJECTED,0.0969508671857113,-0.3120292042559164,False,0.40898007144162773,0.2035344433578125,CONTRADICTED,0.4226809174560736,False
1,acr_episode071_independent_stochastic_retry,71,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.0685855760976454,0.0,True,0.0685855760976454,0.5596027876952707,SUPPORTED,0.32153739572324913,False
1,acr_episode072_bounded_planar_compensation,72,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.08086308400275125,0.15768620516020046,True,0.07682312115744921,0.4492179707732287,SUPPORTED,0.4492179707732287,True
1,acr_episode072_independent_stochastic_retry,72,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.0633524700888347,0.0,True,0.0633524700888347,0.574739943785599,SUPPORTED,0.3085118210851513,False
1,acr_episode073_bounded_planar_compensation,73,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.0783701839885312,0.19342149700824904,True,0.11505131301971784,0.41645532400240864,SUPPORTED,0.41645532400240864,True
1,acr_episode073_independent_stochastic_retry,73,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.06668528962664773,0.0,True,0.06668528962664773,0.5684345106370076,SUPPORTED,0.31515535040031334,False
1,acr_episode074_bounded_planar_compensation,74,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,INCONCLUSIVE,0.04861664253912933,0.2070897149322944,True,0.15847307239316505,0.373562843595129,SUPPORTED,0.36440720208893795,False
1,acr_episode074_independent_stochastic_retry,74,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.06777238705226268,0.0,True,0.06777238705226268,0.5623712845502331,SUPPORTED,0.31685466264576123,False
1,acr_episode076_bounded_planar_compensation,76,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.13172003148460382,0.308625186110678,True,0.1769051546260742,0.3840522187469678,SUPPORTED,0.3840522187469678,True
1,acr_episode076_independent_stochastic_retry,76,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.0717811220000132,0.0,True,0.0717811220000132,0.5349644865174616,SUPPORTED,0.32886480073728885,False
1,acr_episode077_bounded_planar_compensation,77,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.08697216353204348,0.18201518974371597,True,0.09504302621167249,0.45785477982712386,SUPPORTED,0.45785477982712386,True
1,acr_episode077_independent_stochastic_retry,77,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.06186591331300512,0.0,True,0.06186591331300512,0.5794219097246257,SUPPORTED,0.3033712108579253,False
1,acr_episode078_bounded_planar_compensation,78,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.09777688250974136,0.248344449108358,True,0.15056756659861664,0.4063070573491506,SUPPORTED,0.4063070573491506,True
1,acr_episode078_independent_stochastic_retry,78,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.06800991492713548,0.0,True,0.06800991492713548,0.5571397534741346,SUPPORTED,0.31886848635484283,False
1,acr_episode079_bounded_planar_compensation,79,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.06250658588192777,0.1515649314948509,True,0.08905834561292313,0.38600471061443314,SUPPORTED,0.38600471061443314,True
1,acr_episode079_independent_stochastic_retry,79,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.05972956068928501,0.0,True,0.05972956068928501,0.5924394269786615,SUPPORTED,0.2943313853789737,False
1,acr_episode081_bounded_planar_compensation,81,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.04978383547857774,0.09610407594750006,True,0.04632024046892232,0.41117267496999577,SUPPORTED,0.41117267496999577,True
1,acr_episode081_independent_stochastic_retry,81,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.06891905191737044,0.0,True,0.06891905191737044,0.5389242921179405,SUPPORTED,0.3248302328227045,False
1,acr_episode083_bounded_planar_compensation,83,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.0829111028745919,0.18762988981251444,True,0.10471878693792254,0.43055139416919114,SUPPORTED,0.43055139416919114,True
1,acr_episode083_independent_stochastic_retry,83,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.0610049142973184,0.0,True,0.0610049142973184,0.5886259533520987,SUPPORTED,0.2978288402041925,False
1,acr_episode084_bounded_planar_compensation,84,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,INCONCLUSIVE,0.06005644750629936,0.16338025833747877,False,0.1033238108311794,0.3695131498537081,UNRESOLVED,0.3849979198026251,False
1,acr_episode084_independent_stochastic_retry,84,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.06257725514457832,0.0,True,0.06257725514457832,0.5788826519895117,SUPPORTED,0.3032898257096666,False
1,acr_episode087_bounded_planar_compensation,87,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.06214389248228775,0.028827498099254695,True,0.033316394383033056,0.42320704043005075,SUPPORTED,0.42320704043005075,True
1,acr_episode087_independent_stochastic_retry,87,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.07301866018294696,0.0,True,0.07301866018294696,0.5223869516513387,SUPPORTED,0.3387153816941938,False
1,acr_episode088_bounded_planar_compensation,88,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.10508178326940582,0.22191984910054624,True,0.11683806583114043,0.4112497176457788,SUPPORTED,0.4112497176457788,True
1,acr_episode088_independent_stochastic_retry,88,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.06386172534653739,0.0,True,0.06386172534653739,0.5712031908512618,SUPPORTED,0.3069608853579517,False
1,acr_episode089_bounded_planar_compensation,89,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.07897217642525695,0.15288090351037106,True,0.07390872708511412,0.37734592405524453,SUPPORTED,0.37734592405524453,True
1,acr_episode089_independent_stochastic_retry,89,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.06443437449695265,0.0,True,0.06443437449695265,0.5643105154589854,SUPPORTED,0.3095414627744564,False
1,acr_episode093_bounded_planar_compensation,93,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,ACCEPTED,0.11191565920971501,0.22065502623972066,True,0.10873936703000565,0.4269775323596266,SUPPORTED,0.4269775323596266,True
1,acr_episode093_independent_stochastic_retry,93,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,REJECTED,0.06013101571758832,0.0,True,0.06013101571758832,0.5864859894627078,SUPPORTED,0.295493066299816,False
