experiment_run_id,manifest_id,episode_id,seed,memory_action,memory_reason,nearest_distance,coverage_radius,radius_ratio,neighbor_record_ids,neighbor_skills,neighbor_distances,retry_neighbor_count,compensation_neighbor_count,nearest_top_feature,nearest_top_feature_share,nearest_second_feature,nearest_second_feature_share,implicit_prediction,selected_skill,fresh_observed_status,prediction_resonance,outcome_partition_evaluator_only,unguarded_nearest_skill_evaluator_only,unguarded_nearest_status_evaluator_only
probemem_paired_utility_20260731T184353Z_cca94dad8cbe,12a47860c1b8f6b95858be5cf3d5b9e0b50ccdef017fd41102b445b40a63f9e9,34,1013,ABSTAIN,CONFLICTING_VERIFIED_EPISODES,1.2421844770007437,1.5632410401951347,0.7946212036793031,verified_intervention_episode_0042|verified_intervention_episode_0023|verified_intervention_episode_0027,BOUNDED_PLANAR_COMPENSATION|BOUNDED_PLANAR_COMPENSATION|INDEPENDENT_STOCHASTIC_RETRY,1.242184477|1.309616241|1.315348673,1,2,probe_dominant_axis_sign_agreement,0.7020853496119561,estimated_drift_y,0.12599320339986006,,,,NOT_EVALUATED,NEITHER_RECOVERS,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE
probemem_paired_utility_20260731T184353Z_cca94dad8cbe,12a47860c1b8f6b95858be5cf3d5b9e0b50ccdef017fd41102b445b40a63f9e9,37,1016,ABSTAIN,OUTSIDE_VERIFIED_COVERAGE,1.7598630584370534,1.5632410401951347,1.1257784392721515,verified_intervention_episode_0029|verified_intervention_episode_0027|verified_intervention_episode_0042,INDEPENDENT_STOCHASTIC_RETRY|INDEPENDENT_STOCHASTIC_RETRY|BOUNDED_PLANAR_COMPENSATION,1.759863058|1.941553280|1.979432483,2,1,final_object_goal_distance,0.4064734964668791,progress_to_goal,0.39786194645030076,,,,NOT_EVALUATED,RETRY_ONLY_RECOVERY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED
probemem_paired_utility_20260731T184353Z_cca94dad8cbe,12a47860c1b8f6b95858be5cf3d5b9e0b50ccdef017fd41102b445b40a63f9e9,41,1020,ABSTAIN,OUTSIDE_VERIFIED_COVERAGE,1.9943359398107312,1.5632410401951347,1.2757699475199193,verified_intervention_episode_0014|verified_intervention_episode_0056|verified_intervention_episode_0028,INDEPENDENT_STOCHASTIC_RETRY|BOUNDED_PLANAR_COMPENSATION|BOUNDED_PLANAR_COMPENSATION,1.994335940|2.413579489|2.443758962,1,2,probe_dominant_axis_sign_agreement,0.2723738908993278,normalized_residual_norm,0.16799537056660716,,,,NOT_EVALUATED,RETRY_ONLY_RECOVERY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED
probemem_paired_utility_20260731T184353Z_cca94dad8cbe,12a47860c1b8f6b95858be5cf3d5b9e0b50ccdef017fd41102b445b40a63f9e9,42,1021,USE_VERIFIED_EPISODE,WITHIN_COVERAGE_WITH_UNANIMOUS_SUPPORT,1.1271669463274394,1.5632410401951347,0.7210448787774524,verified_intervention_episode_0028|verified_intervention_episode_0053|verified_intervention_episode_0023,BOUNDED_PLANAR_COMPENSATION|BOUNDED_PLANAR_COMPENSATION|BOUNDED_PLANAR_COMPENSATION,1.127166946|1.339524295|1.343102515,0,3,probe_estimated_bias_x,0.20206311969537902,final_object_goal_distance,0.1756449844872035,ACCEPTED,BOUNDED_PLANAR_COMPENSATION,REJECTED,CONTRADICTED,RETRY_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,REJECTED
probemem_paired_utility_20260731T184353Z_cca94dad8cbe,12a47860c1b8f6b95858be5cf3d5b9e0b50ccdef017fd41102b445b40a63f9e9,46,1025,ABSTAIN,CONFLICTING_VERIFIED_EPISODES,1.4377465473642301,1.5632410401951347,0.919721597882794,verified_intervention_episode_0007|verified_intervention_episode_0028|verified_intervention_episode_0027,INDEPENDENT_STOCHASTIC_RETRY|BOUNDED_PLANAR_COMPENSATION|INDEPENDENT_STOCHASTIC_RETRY,1.437746547|2.255013599|2.276367375,2,1,probe_dominant_axis_sign_agreement,0.5240798227804125,progress_to_goal,0.10186126812260461,,,,NOT_EVALUATED,BOTH_RECOVER,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED
probemem_paired_utility_20260731T184353Z_cca94dad8cbe,12a47860c1b8f6b95858be5cf3d5b9e0b50ccdef017fd41102b445b40a63f9e9,49,1028,ABSTAIN,CONFLICTING_VERIFIED_EPISODES,1.4363775851515002,1.5632410401951347,0.9188458773908607,verified_intervention_episode_0007|verified_intervention_episode_0027|verified_intervention_episode_0028,INDEPENDENT_STOCHASTIC_RETRY|INDEPENDENT_STOCHASTIC_RETRY|BOUNDED_PLANAR_COMPENSATION,1.436377585|1.477697558|1.635931097,2,1,probe_estimated_bias_x,0.3952598055533111,progress_to_goal,0.20060981912769946,,,,NOT_EVALUATED,NEITHER_RECOVERS,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE
probemem_paired_utility_20260731T184353Z_cca94dad8cbe,12a47860c1b8f6b95858be5cf3d5b9e0b50ccdef017fd41102b445b40a63f9e9,50,1029,ABSTAIN,CONFLICTING_VERIFIED_EPISODES,0.7067019950422807,1.5632410401951347,0.4520748732096141,verified_intervention_episode_0027|verified_intervention_episode_0042|verified_intervention_episode_0017,INDEPENDENT_STOCHASTIC_RETRY|BOUNDED_PLANAR_COMPENSATION|BOUNDED_PLANAR_COMPENSATION,0.706701995|0.746710668|0.915442444,1,2,estimated_drift_x,0.40183168553172316,estimated_drift_y,0.15011615922819285,,,,NOT_EVALUATED,RETRY_ONLY_RECOVERY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED
probemem_paired_utility_20260731T184353Z_cca94dad8cbe,12a47860c1b8f6b95858be5cf3d5b9e0b50ccdef017fd41102b445b40a63f9e9,53,1032,ABSTAIN,OUTSIDE_VERIFIED_COVERAGE,1.761850445552737,1.5632410401951347,1.1270497640804074,verified_intervention_episode_0007|verified_intervention_episode_0042|verified_intervention_episode_0051,INDEPENDENT_STOCHASTIC_RETRY|BOUNDED_PLANAR_COMPENSATION|INDEPENDENT_STOCHASTIC_RETRY,1.761850446|2.315556709|2.335202759,2,1,probe_dominant_axis_sign_agreement,0.3489988734164296,probe_estimated_bias_y,0.19468109686990512,,,,NOT_EVALUATED,NEITHER_RECOVERS,INDEPENDENT_STOCHASTIC_RETRY,REJECTED
probemem_paired_utility_20260731T184353Z_cca94dad8cbe,12a47860c1b8f6b95858be5cf3d5b9e0b50ccdef017fd41102b445b40a63f9e9,60,1039,ABSTAIN,CONFLICTING_VERIFIED_EPISODES,1.0247775432537753,1.5632410401951347,0.6555467243400004,verified_intervention_episode_0007|verified_intervention_episode_0028|verified_intervention_episode_0027,INDEPENDENT_STOCHASTIC_RETRY|BOUNDED_PLANAR_COMPENSATION|INDEPENDENT_STOCHASTIC_RETRY,1.024777543|1.459718105|1.496834755,2,1,probe_estimated_bias_x,0.35617365043320587,probe_estimated_bias_y,0.23635456042400807,,,,NOT_EVALUATED,COMPENSATION_ONLY_RECOVERY,INDEPENDENT_STOCHASTIC_RETRY,REJECTED
probemem_paired_utility_20260731T184353Z_cca94dad8cbe,12a47860c1b8f6b95858be5cf3d5b9e0b50ccdef017fd41102b445b40a63f9e9,61,1040,ABSTAIN,CONFLICTING_VERIFIED_EPISODES,1.5141438356948285,1.5632410401951347,0.9685926845330407,verified_intervention_episode_0028|verified_intervention_episode_0053|verified_intervention_episode_0049,BOUNDED_PLANAR_COMPENSATION|BOUNDED_PLANAR_COMPENSATION|INDEPENDENT_STOCHASTIC_RETRY,1.514143836|1.520679305|1.554299172,1,2,probe_dominant_axis_sign_agreement,0.4725283183375502,probe_mean_estimation_residual,0.2092870852502081,,,,NOT_EVALUATED,RETRY_ONLY_RECOVERY,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE
