experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,initial_steps,initial_final_object_goal_distance,probe_steps,eligible_state,ineligibility_reason,eligible_state_index,realizations,evaluator_collection_steps,realization_index,first_verification_seed,first_verification_status,first_verification_steps,first_final_object_goal_distance,first_observed_progress,paired_second_executed,paired_second_verification_seed
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,27,3326,fault_05,False,500,0.07969483003067256,64,True,,6,0,500,2,1637711749,REJECTED,500,0.3219680366778665,-0.24227320664719393,True,3570592337
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,27,3326,fault_05,False,500,0.07969483003067256,64,True,,6,0,500,3,906105450,ACCEPTED,167,0.04907959822702362,0.03061523180364894,False,501367301
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,27,3326,fault_05,False,500,0.07969483003067256,64,True,,6,0,500,4,3019066488,ACCEPTED,89,0.0496569208031238,0.03003790922754876,False,4275146909
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,33,3332,fault_05,False,500,0.1868850375811425,64,True,,7,0,500,1,3621012495,ACCEPTED,73,0.0479845983739629,0.1389004392071796,False,2691852573
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,33,3332,fault_05,False,500,0.1868850375811425,64,True,,7,0,500,2,3235772676,ACCEPTED,208,0.048375735469886896,0.13850930211125562,False,2047424036
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,33,3332,fault_05,False,500,0.1868850375811425,64,True,,7,0,500,3,3135094423,ACCEPTED,103,0.0493494119960646,0.1375356255850779,False,1053768297
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,33,3332,fault_05,False,500,0.1868850375811425,64,True,,7,0,500,4,4069563217,ACCEPTED,80,0.04925784710024039,0.1376271904809021,False,1769795839
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,34,3333,fault_05,False,500,0.1916542437776583,64,True,,8,0,500,1,1200539646,REJECTED,500,0.2984849722483906,-0.1068307284707323,True,3101547748
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,34,3333,fault_05,False,500,0.1916542437776583,64,True,,8,0,500,2,1198487666,ACCEPTED,117,0.04782422517135566,0.14383001860630265,False,1994268730
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,34,3333,fault_05,False,500,0.1916542437776583,64,True,,8,0,500,3,1256180387,ACCEPTED,143,0.04923987150756687,0.14241437227009143,False,2082361732
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,34,3333,fault_05,False,500,0.1916542437776583,64,True,,8,0,500,4,2410967688,REJECTED,500,0.24144351980123785,-0.04978927602357955,True,1574123177
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,35,3334,fault_05,False,500,0.23407400496185013,64,True,,9,0,500,1,3835134218,REJECTED,500,0.2749206229903955,-0.04084661802854536,True,1079892734
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,35,3334,fault_05,False,500,0.23407400496185013,64,True,,9,0,500,2,1508473936,REJECTED,500,0.262063249850465,-0.027989244888614845,True,3489033480
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,35,3334,fault_05,False,500,0.23407400496185013,64,True,,9,0,500,3,70023680,ACCEPTED,132,0.04608820059472752,0.18798580436712262,False,1977097794
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,35,3334,fault_05,False,500,0.23407400496185013,64,True,,9,0,500,4,3287237971,INCONCLUSIVE,500,0.1957018882393366,0.03837211672251353,True,3198434744
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,41,3340,fault_05,False,500,0.24395293497939272,64,True,,10,0,500,1,2614021472,ACCEPTED,68,0.047738113141023414,0.1962148218383693,False,1406087943
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,41,3340,fault_05,False,500,0.24395293497939272,64,True,,10,0,500,2,3386799265,ACCEPTED,225,0.049307426579136025,0.19464550840025668,False,2947268591
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,41,3340,fault_05,False,500,0.24395293497939272,64,True,,10,0,500,3,499171512,ACCEPTED,180,0.04948667943897932,0.1944662555404134,False,2944631959
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,41,3340,fault_05,False,500,0.24395293497939272,64,True,,10,0,500,4,603818840,ACCEPTED,231,0.049919620962233256,0.19403331401715945,False,845911078
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,42,3341,fault_05,False,500,0.19370897188652367,64,True,,11,0,500,1,448570703,ACCEPTED,118,0.04906745582295282,0.14464151606357084,False,1657403004
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,42,3341,fault_05,False,500,0.19370897188652367,64,True,,11,0,500,2,1865034763,ACCEPTED,169,0.04896146594430141,0.14474750594222224,False,3225192029
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,42,3341,fault_05,False,500,0.19370897188652367,64,True,,11,0,500,3,4171429827,REJECTED,500,0.21120580208965134,-0.017496830203127672,True,3281434204
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,42,3341,fault_05,False,500,0.19370897188652367,64,True,,11,0,500,4,357247887,ACCEPTED,164,0.047476707820881175,0.1462322640656425,False,2542525400
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,44,3343,fault_05,False,500,0.2573058069970252,64,True,,12,0,500,1,57311289,ACCEPTED,264,0.04648542190218176,0.21082038509484347,False,18731263
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,44,3343,fault_05,False,500,0.2573058069970252,64,True,,12,0,500,2,230570885,ACCEPTED,67,0.0491345897845321,0.2081712172124931,False,3297530092
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,44,3343,fault_05,False,500,0.2573058069970252,64,True,,12,0,500,3,1733332581,ACCEPTED,75,0.049148138480537756,0.20815766851648745,False,2045280076
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,44,3343,fault_05,False,500,0.2573058069970252,64,True,,12,0,500,4,314402362,ACCEPTED,134,0.049894563785429044,0.20741124321159615,False,1566771302
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,48,3347,fault_05,False,500,0.32013810653559105,64,True,,13,0,500,1,4214472806,ACCEPTED,73,0.04684280021493933,0.27329530632065174,False,4254317399
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,48,3347,fault_05,False,500,0.32013810653559105,64,True,,13,0,500,2,909452865,ACCEPTED,107,0.04848513755938978,0.2716529689762013,False,2671380692
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,48,3347,fault_05,False,500,0.32013810653559105,64,True,,13,0,500,3,964841147,INCONCLUSIVE,500,0.2737533973867936,0.04638470914879744,True,2567303270
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,48,3347,fault_05,False,500,0.32013810653559105,64,True,,13,0,500,4,569003054,INCONCLUSIVE,500,0.2765115150306212,0.043626591504969836,True,362624485
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,56,3355,fault_05,False,500,0.1261327057545156,64,True,,14,0,500,1,2828457144,ACCEPTED,69,0.04697244215180691,0.0791602636027087,False,3946408144
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,56,3355,fault_05,False,500,0.1261327057545156,64,True,,14,0,500,2,4210079413,ACCEPTED,100,0.04983687927102172,0.07629582648349388,False,1585428898
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,56,3355,fault_05,False,500,0.1261327057545156,64,True,,14,0,500,3,4233036883,ACCEPTED,154,0.0480018405820987,0.07813086517241691,False,4263981870
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,56,3355,fault_05,False,500,0.1261327057545156,64,True,,14,0,500,4,1555912233,ACCEPTED,63,0.04757904667757105,0.07855365907694456,False,371316827
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,57,3356,fault_05,False,500,0.5957548115780827,64,True,,15,0,500,1,3204418754,ACCEPTED,77,0.047813268154114553,0.5479415434239682,False,58285843
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,57,3356,fault_05,False,500,0.5957548115780827,64,True,,15,0,500,2,1052175248,INCONCLUSIVE,500,0.2698475156888699,0.32590729588921286,True,1869182811
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,57,3356,fault_05,False,500,0.5957548115780827,64,True,,15,0,500,3,3223324623,ACCEPTED,215,0.04972575686195337,0.5460290547161294,False,555215748
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,57,3356,fault_05,False,500,0.5957548115780827,64,True,,15,0,500,4,473893735,ACCEPTED,190,0.04880022715749406,0.5469545844205886,False,3412674896
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,59,3358,fault_05,False,500,0.14440412960243573,64,True,,16,0,500,1,1985718024,ACCEPTED,124,0.047730163337095635,0.0966739662653401,False,1943081184
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,59,3358,fault_05,False,500,0.14440412960243573,64,True,,16,0,500,2,3184560591,ACCEPTED,75,0.04710753453636182,0.09729659506607391,False,229764921
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,59,3358,fault_05,False,500,0.14440412960243573,64,True,,16,0,500,3,2712555913,REJECTED,500,0.30782693102462494,-0.1634228014221892,True,411738309
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,59,3358,fault_05,False,500,0.14440412960243573,64,True,,16,0,500,4,1309020386,REJECTED,500,0.15617089168904508,-0.011766762086609345,True,2012365010
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,60,3359,fault_05,False,500,0.2291219582872386,64,True,,17,0,500,1,1714444459,ACCEPTED,237,0.04846197449966505,0.18065998378757356,False,2112609464
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,60,3359,fault_05,False,500,0.2291219582872386,64,True,,17,0,500,2,2920154883,ACCEPTED,234,0.043800928841939785,0.18532102944529882,False,2781098936
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,60,3359,fault_05,False,500,0.2291219582872386,64,True,,17,0,500,3,674297124,ACCEPTED,118,0.04850767634547631,0.1806142819417623,False,3931949481
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,60,3359,fault_05,False,500,0.2291219582872386,64,True,,17,0,500,4,186973363,REJECTED,500,0.31446558805772196,-0.08534362977048335,True,2682056944
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,61,3360,fault_05,False,500,0.3350284540312969,64,True,,18,0,500,1,1474381639,ACCEPTED,112,0.04965141618015151,0.2853770378511454,False,1241348639
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,61,3360,fault_05,False,500,0.3350284540312969,64,True,,18,0,500,2,4238858722,INCONCLUSIVE,500,0.24212688165099436,0.09290157238030253,True,1590964137
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,61,3360,fault_05,False,500,0.3350284540312969,64,True,,18,0,500,3,2423843219,ACCEPTED,82,0.04976043747235854,0.28526801655893835,False,4171233776
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,61,3360,fault_05,False,500,0.3350284540312969,64,True,,18,0,500,4,1323554380,ACCEPTED,192,0.048931889267203085,0.2860965647640938,False,2158178464
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,68,3367,fault_05,False,500,0.19255953284204214,64,True,,19,0,500,1,297043569,ACCEPTED,201,0.049296418811222466,0.14326311403081968,False,722933793
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,68,3367,fault_05,False,500,0.19255953284204214,64,True,,19,0,500,2,250151333,ACCEPTED,156,0.04654808874779142,0.1460114440942507,False,2117302897
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,68,3367,fault_05,False,500,0.19255953284204214,64,True,,19,0,500,3,247817312,ACCEPTED,70,0.04552952437758953,0.1470300084644526,False,3498001946
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,68,3367,fault_05,False,500,0.19255953284204214,64,True,,19,0,500,4,2986806150,ACCEPTED,132,0.0484641377647035,0.14409539507733865,False,2389283327
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,73,3372,fault_05,False,500,0.35929906176683263,64,True,,20,0,500,1,2593936550,ACCEPTED,84,0.04992407123714344,0.3093749905296892,False,1612568976
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,73,3372,fault_05,False,500,0.35929906176683263,64,True,,20,0,500,2,1037149480,ACCEPTED,85,0.048238945825192774,0.31106011594163985,False,3246449710
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,73,3372,fault_05,False,500,0.35929906176683263,64,True,,20,0,500,3,3995938890,ACCEPTED,89,0.04728274484077061,0.312016316926062,False,4112483737
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,73,3372,fault_05,False,500,0.35929906176683263,64,True,,20,0,500,4,3787651015,ACCEPTED,61,0.04871724217916688,0.31058181958766573,False,1124977671
