experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,initial_steps,initial_final_object_goal_distance,probe_steps,eligible_state,ineligibility_reason,eligible_state_index,realizations,evaluator_collection_steps,realization_index,first_verification_seed,first_verification_status,first_verification_steps,first_final_object_goal_distance,first_observed_progress,paired_second_executed,paired_second_verification_seed,candidate_id,verification_status,verification_steps,final_object_goal_distance,observed_progress,outcome_timestamp_ns
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,19,3318,fault_05,False,500,0.27890642387472986,64,True,,5,0,500,3,1314652910,REJECTED,500,0.4215126073291703,-0.14260618345444043,True,3002349496,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,500,0.2458793439293929,0.03302707994533696,214162328325500
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,27,3326,fault_05,False,500,0.07969483003067256,64,True,,6,0,500,2,1637711749,REJECTED,500,0.3219680366778665,-0.24227320664719393,True,3570592337,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,93,0.04770546034119299,0.03198936968947957,214179725688600
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,27,3326,fault_05,False,500,0.07969483003067256,64,True,,6,0,500,2,1637711749,REJECTED,500,0.3219680366778665,-0.24227320664719393,True,3570592337,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,500,0.332409484057145,-0.2527146540264724,214181312343500
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,34,3333,fault_05,False,500,0.1916542437776583,64,True,,8,0,500,1,1200539646,REJECTED,500,0.2984849722483906,-0.1068307284707323,True,3101547748,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,203,0.04954844826688381,0.14210579551077449,214203841738500
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,34,3333,fault_05,False,500,0.1916542437776583,64,True,,8,0,500,1,1200539646,REJECTED,500,0.2984849722483906,-0.1068307284707323,True,3101547748,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,500,0.14178299062132968,0.04987125315632862,214205524459200
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,34,3333,fault_05,False,500,0.1916542437776583,64,True,,8,0,500,4,2410967688,REJECTED,500,0.24144351980123785,-0.04978927602357955,True,1574123177,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,162,0.047152167334991446,0.14450207644266685,214210806521200
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,34,3333,fault_05,False,500,0.1916542437776583,64,True,,8,0,500,4,2410967688,REJECTED,500,0.24144351980123785,-0.04978927602357955,True,1574123177,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,184,0.04911626082489668,0.14253798295276163,214212073246100
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,35,3334,fault_05,False,500,0.23407400496185013,64,True,,9,0,500,1,3835134218,REJECTED,500,0.2749206229903955,-0.04084661802854536,True,1079892734,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,500,0.15005340467395636,0.08402060028789377,214218509775000
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,35,3334,fault_05,False,500,0.23407400496185013,64,True,,9,0,500,1,3835134218,REJECTED,500,0.2749206229903955,-0.04084661802854536,True,1079892734,INDEPENDENT_STOCHASTIC_RETRY,REJECTED,500,0.24473626790478042,-0.010662262942930295,214220100758700
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,35,3334,fault_05,False,500,0.23407400496185013,64,True,,9,0,500,2,1508473936,REJECTED,500,0.262063249850465,-0.027989244888614845,True,3489033480,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,69,0.048455411646177865,0.18561859331567226,214222977192000
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,35,3334,fault_05,False,500,0.23407400496185013,64,True,,9,0,500,2,1508473936,REJECTED,500,0.262063249850465,-0.027989244888614845,True,3489033480,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,70,0.04620970166190919,0.18786430329994094,214224125595500
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,35,3334,fault_05,False,500,0.23407400496185013,64,True,,9,0,500,4,3287237971,INCONCLUSIVE,500,0.1957018882393366,0.03837211672251353,True,3198434744,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,67,0.047144991065056874,0.18692901389679326,214228065441300
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,35,3334,fault_05,False,500,0.23407400496185013,64,True,,9,0,500,4,3287237971,INCONCLUSIVE,500,0.1957018882393366,0.03837211672251353,True,3198434744,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,69,0.04945055776002887,0.18462344720182125,214229176511000
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,42,3341,fault_05,False,500,0.19370897188652367,64,True,,11,0,500,3,4171429827,REJECTED,500,0.21120580208965134,-0.017496830203127672,True,3281434204,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,164,0.049744613499789835,0.14396435838673383,214251967163200
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,42,3341,fault_05,False,500,0.19370897188652367,64,True,,11,0,500,3,4171429827,REJECTED,500,0.21120580208965134,-0.017496830203127672,True,3281434204,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,500,0.18410443324295958,0.009604538643564087,214253627241300
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,48,3347,fault_05,False,500,0.32013810653559105,64,True,,13,0,500,3,964841147,INCONCLUSIVE,500,0.2737533973867936,0.04638470914879744,True,2567303270,BOUNDED_PLANAR_COMPENSATION,REJECTED,500,0.36426671731114063,-0.04412861077554958,214276763959900
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,48,3347,fault_05,False,500,0.32013810653559105,64,True,,13,0,500,3,964841147,INCONCLUSIVE,500,0.2737533973867936,0.04638470914879744,True,2567303270,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,275,0.04867764989744972,0.27146045663814133,214278206512500
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,48,3347,fault_05,False,500,0.32013810653559105,64,True,,13,0,500,4,569003054,INCONCLUSIVE,500,0.2765115150306212,0.043626591504969836,True,362624485,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,500,0.20652369571563645,0.1136144108199546,214281257226400
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,48,3347,fault_05,False,500,0.32013810653559105,64,True,,13,0,500,4,569003054,INCONCLUSIVE,500,0.2765115150306212,0.043626591504969836,True,362624485,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,500,0.16325446503328245,0.1568836415023086,214282849912900
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,57,3356,fault_05,False,500,0.5957548115780827,64,True,,15,0,500,2,1052175248,INCONCLUSIVE,500,0.2698475156888699,0.32590729588921286,True,1869182811,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,500,0.27505041455271206,0.3207043970253707,214307012696300
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,57,3356,fault_05,False,500,0.5957548115780827,64,True,,15,0,500,2,1052175248,INCONCLUSIVE,500,0.2698475156888699,0.32590729588921286,True,1869182811,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,500,0.3086769559491551,0.2870778556289276,214308627135300
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,59,3358,fault_05,False,500,0.14440412960243573,64,True,,16,0,500,3,2712555913,REJECTED,500,0.30782693102462494,-0.1634228014221892,True,411738309,BOUNDED_PLANAR_COMPENSATION,REJECTED,500,0.23887180995049567,-0.09446768034805994,214320943622900
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,59,3358,fault_05,False,500,0.14440412960243573,64,True,,16,0,500,3,2712555913,REJECTED,500,0.30782693102462494,-0.1634228014221892,True,411738309,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,62,0.04905092233070415,0.09535320727173158,214322117064000
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,59,3358,fault_05,False,500,0.14440412960243573,64,True,,16,0,500,4,1309020386,REJECTED,500,0.15617089168904508,-0.011766762086609345,True,2012365010,BOUNDED_PLANAR_COMPENSATION,REJECTED,500,0.32048749782015695,-0.17608336821772122,214325234130200
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,59,3358,fault_05,False,500,0.14440412960243573,64,True,,16,0,500,4,1309020386,REJECTED,500,0.15617089168904508,-0.011766762086609345,True,2012365010,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,105,0.043393633810961854,0.10101049579147388,214326385736900
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,60,3359,fault_05,False,500,0.2291219582872386,64,True,,17,0,500,4,186973363,REJECTED,500,0.31446558805772196,-0.08534362977048335,True,2682056944,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,138,0.04625781203050459,0.18286414625673403,214336211473800
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,60,3359,fault_05,False,500,0.2291219582872386,64,True,,17,0,500,4,186973363,REJECTED,500,0.31446558805772196,-0.08534362977048335,True,2682056944,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,61,0.04712881875446057,0.18199313953277804,214337324471500
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,61,3360,fault_05,False,500,0.3350284540312969,64,True,,18,0,500,2,4238858722,INCONCLUSIVE,500,0.24212688165099436,0.09290157238030253,True,1590964137,BOUNDED_PLANAR_COMPENSATION,REJECTED,500,0.4577279220723045,-0.12269946804100762,214344916509600
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,61,3360,fault_05,False,500,0.3350284540312969,64,True,,18,0,500,2,4238858722,INCONCLUSIVE,500,0.24212688165099436,0.09290157238030253,True,1590964137,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,500,0.24964494127485015,0.08538351275644673,214346532244300
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,75,3374,fault_05,False,500,0.4129514077300006,64,True,,22,0,500,1,2292830427,INCONCLUSIVE,500,0.2604326484490758,0.1525187592809248,True,3429332770,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,221,0.047819085484977604,0.365132322245023,214391392374000
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,75,3374,fault_05,False,500,0.4129514077300006,64,True,,22,0,500,1,2292830427,INCONCLUSIVE,500,0.2604326484490758,0.1525187592809248,True,3429332770,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,194,0.04592254337689196,0.36702886435310866,214392650687700
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,75,3374,fault_05,False,500,0.4129514077300006,64,True,,22,0,500,3,935896291,INCONCLUSIVE,500,0.10539488491363543,0.3075565228163652,True,2041758905,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,141,0.04735732335301553,0.3655940843769851,214396481082200
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,75,3374,fault_05,False,500,0.4129514077300006,64,True,,22,0,500,3,935896291,INCONCLUSIVE,500,0.10539488491363543,0.3075565228163652,True,2041758905,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,150,0.04812442490258582,0.36482698282741477,214397728199900
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,78,3377,fault_05,False,500,0.37277207323683736,64,True,,23,0,500,1,973461139,INCONCLUSIVE,500,0.13625072399157195,0.2365213492452654,True,3231422514,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,500,0.2769611519805662,0.09581092125627116,214407730153900
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,78,3377,fault_05,False,500,0.37277207323683736,64,True,,23,0,500,1,973461139,INCONCLUSIVE,500,0.13625072399157195,0.2365213492452654,True,3231422514,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,500,0.3699987132005582,0.002773360036279149,214409277362500
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,78,3377,fault_05,False,500,0.37277207323683736,64,True,,23,0,500,3,725851958,INCONCLUSIVE,500,0.2820147520459059,0.09075732119093144,True,227499219,BOUNDED_PLANAR_COMPENSATION,REJECTED,500,0.5752913596867876,-0.2025192864499502,214413768934300
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,78,3377,fault_05,False,500,0.37277207323683736,64,True,,23,0,500,3,725851958,INCONCLUSIVE,500,0.2820147520459059,0.09075732119093144,True,227499219,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,138,0.04944745226346053,0.32332462097337683,214414896290200
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,79,3378,fault_05,False,500,0.2504833423741695,64,True,,24,0,500,3,2540886722,INCONCLUSIVE,500,0.18361500959545615,0.06686833277871337,True,1067576855,BOUNDED_PLANAR_COMPENSATION,REJECTED,500,0.29676471107742936,-0.04628136870325983,214424905294800
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,79,3378,fault_05,False,500,0.2504833423741695,64,True,,24,0,500,3,2540886722,INCONCLUSIVE,500,0.18361500959545615,0.06686833277871337,True,1067576855,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,76,0.04746639539843129,0.20301694697573824,214425999886700
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,83,3382,fault_05,False,500,0.20060704755049028,64,True,,25,0,500,1,1586804088,INCONCLUSIVE,500,0.10722547347511903,0.09338157407537125,True,2871484408,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,500,0.18017145748397248,0.020435590066517795,214437200258400
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,83,3382,fault_05,False,500,0.20060704755049028,64,True,,25,0,500,1,1586804088,INCONCLUSIVE,500,0.10722547347511903,0.09338157407537125,True,2871484408,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,162,0.0495005140785262,0.15110653347196407,214438464319200
acr_feedback_sufficiency_20260803T031147Z_dc82fef58e26,e7ee616e070af571479838f8719be1ff0e6da0e348026d463035e709af4e237a,dc82fef58e2693c0c91ed23a9147964d4177492b,86,3385,fault_05,False,500,0.21351812632456993,64,True,,27,0,500,1,990302776,REJECTED,500,0.2379673349529678,-0.02444920862839786,True,1518518721,BOUNDED_PLANAR_COMPENSATION,INCONCLUSIVE,500,0.14196409941334703,0.0715540269112229,214457365198000
