experiment_run_id,manifest_id,source_git_commit,method,episode_id,seed,first_attempt_index,second_decision_index,first_verification_status,second_decision_required,selected_second_skill,decision_reason,oracle_tie,second_verification_status,final_accepted,incremental_recovery,alternative_second_accepted,any_second_candidate_accepted,harmful_second_selection,missed_recoverable_abstention,second_attempt_requested,initial_steps,probe_steps,first_verification_steps,second_verification_steps,total_online_environment_steps
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,3,2852,2,0,ACCEPTED,False,ABSTAIN,evaluator_only_counterfactual_oracle,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,104,0,668
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,4,2853,3,1,REJECTED,True,ABSTAIN,single_attempt_protocol_stop,False,NOT_EXECUTED,False,False,False,True,False,True,False,500,64,500,0,1064
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,repeat_retry,4,2853,3,1,REJECTED,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_rejected_feedback,False,REJECTED,False,False,True,True,True,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,switch_compensation,4,2853,3,1,REJECTED,True,BOUNDED_PLANAR_COMPENSATION,second_attempt_selected_from_rejected_feedback,False,ACCEPTED,True,True,False,True,False,False,True,500,64,500,165,1229
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,status_conditioned,4,2853,3,1,REJECTED,True,BOUNDED_PLANAR_COMPENSATION,second_attempt_selected_from_rejected_feedback,False,ACCEPTED,True,True,False,True,False,False,True,500,64,500,165,1229
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,rejection_abstain,4,2853,3,1,REJECTED,True,ABSTAIN,rejected_feedback_abstain_to_save_cost,False,NOT_EXECUTED,False,False,False,True,False,True,False,500,64,500,0,1064
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,4,2853,3,1,REJECTED,True,BOUNDED_PLANAR_COMPENSATION,evaluator_only_counterfactual_oracle,False,ACCEPTED,True,True,False,True,False,False,True,500,64,500,165,1229
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,6,2855,4,2,INCONCLUSIVE,True,ABSTAIN,single_attempt_protocol_stop,False,NOT_EXECUTED,False,False,False,True,False,True,False,500,64,500,0,1064
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,repeat_retry,6,2855,4,2,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,INCONCLUSIVE,False,False,True,True,True,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,switch_compensation,6,2855,4,2,INCONCLUSIVE,True,BOUNDED_PLANAR_COMPENSATION,second_attempt_selected_from_inconclusive_feedback,False,ACCEPTED,True,True,False,True,False,False,True,500,64,500,71,1135
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,status_conditioned,6,2855,4,2,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,INCONCLUSIVE,False,False,True,True,True,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,rejection_abstain,6,2855,4,2,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,INCONCLUSIVE,False,False,True,True,True,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,6,2855,4,2,INCONCLUSIVE,True,BOUNDED_PLANAR_COMPENSATION,evaluator_only_counterfactual_oracle,False,ACCEPTED,True,True,False,True,False,False,True,500,64,500,71,1135
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,12,2861,5,3,REJECTED,True,ABSTAIN,single_attempt_protocol_stop,False,NOT_EXECUTED,False,False,False,True,False,True,False,500,64,500,0,1064
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,repeat_retry,12,2861,5,3,REJECTED,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_rejected_feedback,False,ACCEPTED,True,True,True,True,False,False,True,500,64,500,98,1162
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,switch_compensation,12,2861,5,3,REJECTED,True,BOUNDED_PLANAR_COMPENSATION,second_attempt_selected_from_rejected_feedback,False,ACCEPTED,True,True,True,True,False,False,True,500,64,500,96,1160
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,status_conditioned,12,2861,5,3,REJECTED,True,BOUNDED_PLANAR_COMPENSATION,second_attempt_selected_from_rejected_feedback,False,ACCEPTED,True,True,True,True,False,False,True,500,64,500,96,1160
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,rejection_abstain,12,2861,5,3,REJECTED,True,ABSTAIN,rejected_feedback_abstain_to_save_cost,False,NOT_EXECUTED,False,False,False,True,False,True,False,500,64,500,0,1064
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,12,2861,5,3,REJECTED,True,INDEPENDENT_STOCHASTIC_RETRY,evaluator_only_counterfactual_oracle,False,ACCEPTED,True,True,True,True,False,False,True,500,64,500,98,1162
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,14,2863,6,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,246,0,810
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,repeat_retry,14,2863,6,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,246,0,810
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,switch_compensation,14,2863,6,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,246,0,810
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,status_conditioned,14,2863,6,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,246,0,810
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,rejection_abstain,14,2863,6,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,246,0,810
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,14,2863,6,0,ACCEPTED,False,ABSTAIN,evaluator_only_counterfactual_oracle,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,246,0,810
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,15,2864,7,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,206,0,770
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,repeat_retry,15,2864,7,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,206,0,770
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,switch_compensation,15,2864,7,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,206,0,770
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,status_conditioned,15,2864,7,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,206,0,770
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,rejection_abstain,15,2864,7,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,206,0,770
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,15,2864,7,0,ACCEPTED,False,ABSTAIN,evaluator_only_counterfactual_oracle,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,206,0,770
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,17,2866,8,4,INCONCLUSIVE,True,ABSTAIN,single_attempt_protocol_stop,False,NOT_EXECUTED,False,False,False,True,False,True,False,500,64,500,0,1064
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,repeat_retry,17,2866,8,4,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,ACCEPTED,True,True,True,True,False,False,True,500,64,500,122,1186
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,switch_compensation,17,2866,8,4,INCONCLUSIVE,True,BOUNDED_PLANAR_COMPENSATION,second_attempt_selected_from_inconclusive_feedback,False,ACCEPTED,True,True,True,True,False,False,True,500,64,500,255,1319
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,status_conditioned,17,2866,8,4,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,ACCEPTED,True,True,True,True,False,False,True,500,64,500,122,1186
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,rejection_abstain,17,2866,8,4,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,ACCEPTED,True,True,True,True,False,False,True,500,64,500,122,1186
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,17,2866,8,4,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,evaluator_only_counterfactual_oracle,False,ACCEPTED,True,True,True,True,False,False,True,500,64,500,122,1186
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,19,2868,9,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,108,0,672
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,repeat_retry,19,2868,9,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,108,0,672
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,switch_compensation,19,2868,9,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,108,0,672
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,status_conditioned,19,2868,9,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,108,0,672
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,rejection_abstain,19,2868,9,0,ACCEPTED,False,ABSTAIN,first_verification_accepted_stop,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,108,0,672
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,19,2868,9,0,ACCEPTED,False,ABSTAIN,evaluator_only_counterfactual_oracle,False,NOT_EXECUTED,True,False,False,False,False,False,False,500,64,108,0,672
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,20,2869,10,5,INCONCLUSIVE,True,ABSTAIN,single_attempt_protocol_stop,False,NOT_EXECUTED,False,False,False,False,False,False,False,500,64,500,0,1064
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,repeat_retry,20,2869,10,5,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,INCONCLUSIVE,False,False,False,False,False,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,switch_compensation,20,2869,10,5,INCONCLUSIVE,True,BOUNDED_PLANAR_COMPENSATION,second_attempt_selected_from_inconclusive_feedback,False,REJECTED,False,False,False,False,False,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,status_conditioned,20,2869,10,5,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,INCONCLUSIVE,False,False,False,False,False,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,rejection_abstain,20,2869,10,5,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,INCONCLUSIVE,False,False,False,False,False,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,20,2869,10,5,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,evaluator_only_counterfactual_oracle,False,INCONCLUSIVE,False,False,False,False,False,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,22,2871,11,6,REJECTED,True,ABSTAIN,single_attempt_protocol_stop,False,NOT_EXECUTED,False,False,False,False,False,False,False,500,64,500,0,1064
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,repeat_retry,22,2871,11,6,REJECTED,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_rejected_feedback,False,REJECTED,False,False,False,False,False,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,switch_compensation,22,2871,11,6,REJECTED,True,BOUNDED_PLANAR_COMPENSATION,second_attempt_selected_from_rejected_feedback,False,REJECTED,False,False,False,False,False,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,status_conditioned,22,2871,11,6,REJECTED,True,BOUNDED_PLANAR_COMPENSATION,second_attempt_selected_from_rejected_feedback,False,REJECTED,False,False,False,False,False,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,rejection_abstain,22,2871,11,6,REJECTED,True,ABSTAIN,rejected_feedback_abstain_to_save_cost,False,NOT_EXECUTED,False,False,False,False,False,False,False,500,64,500,0,1064
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,22,2871,11,6,REJECTED,True,BOUNDED_PLANAR_COMPENSATION,evaluator_only_counterfactual_oracle,False,REJECTED,False,False,False,False,False,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,25,2874,12,7,INCONCLUSIVE,True,ABSTAIN,single_attempt_protocol_stop,False,NOT_EXECUTED,False,False,False,True,False,True,False,500,64,500,0,1064
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,repeat_retry,25,2874,12,7,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,ACCEPTED,True,True,False,True,False,False,True,500,64,500,107,1171
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,switch_compensation,25,2874,12,7,INCONCLUSIVE,True,BOUNDED_PLANAR_COMPENSATION,second_attempt_selected_from_inconclusive_feedback,False,REJECTED,False,False,True,True,True,False,True,500,64,500,500,1564
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,status_conditioned,25,2874,12,7,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,ACCEPTED,True,True,False,True,False,False,True,500,64,500,107,1171
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,rejection_abstain,25,2874,12,7,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,second_attempt_selected_from_inconclusive_feedback,False,ACCEPTED,True,True,False,True,False,False,True,500,64,500,107,1171
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,oracle_second,25,2874,12,7,INCONCLUSIVE,True,INDEPENDENT_STOCHASTIC_RETRY,evaluator_only_counterfactual_oracle,False,ACCEPTED,True,True,False,True,False,False,True,500,64,500,107,1171
acr_resonance_20260802T142610Z_af2acb3b380b,747da99f8929aa9c17159c4af220ee5afdfab4ca93866d673bf778debd5ca839,af2acb3b380b498fbf1f2853b5ec42f53035e95f,single_retry,26,2875,13,8,REJECTED,True,ABSTAIN,single_attempt_protocol_stop,False,NOT_EXECUTED,False,False,False,False,False,False,False,500,64,500,0,1064
