experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,initial_steps,initial_final_object_goal_distance,probe_steps,eligible_first_attempt,first_verification_status,first_verification_steps,first_final_object_goal_distance,first_observed_progress,second_decision_required,second_decision_index,ineligibility_reason,online_steps_before_optional_second,candidate_id,paired_second_verification_seed,verification_status,verification_steps,final_object_goal_distance,observed_progress
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,35,3534,fault_05,False,500,0.21044261128293792,64,True,REJECTED,500,0.2293746113725,-0.018932000089562084,True,6,,1064,BOUNDED_PLANAR_COMPENSATION,2869940643,ACCEPTED,62,0.04800374535233959,0.16243886593059834
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,35,3534,fault_05,False,500,0.21044261128293792,64,True,REJECTED,500,0.2293746113725,-0.018932000089562084,True,6,,1064,INDEPENDENT_STOCHASTIC_RETRY,2869940643,INCONCLUSIVE,500,0.09614782427121012,0.11429478701172781
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,40,3539,fault_05,False,500,0.12086132759354298,64,True,REJECTED,500,0.1391338384080734,-0.018272510814530407,True,7,,1064,BOUNDED_PLANAR_COMPENSATION,492876874,REJECTED,500,0.4151614776976254,-0.2943001501040824
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,40,3539,fault_05,False,500,0.12086132759354298,64,True,REJECTED,500,0.1391338384080734,-0.018272510814530407,True,7,,1064,INDEPENDENT_STOCHASTIC_RETRY,492876874,ACCEPTED,143,0.04754106550824762,0.07332026208529537
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,44,3543,fault_05,False,500,0.21914574404165543,64,True,REJECTED,500,0.2411265560280435,-0.02198081198638807,True,8,,1064,BOUNDED_PLANAR_COMPENSATION,3313863056,ACCEPTED,194,0.049917589010498704,0.16922815503115674
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,44,3543,fault_05,False,500,0.21914574404165543,64,True,REJECTED,500,0.2411265560280435,-0.02198081198638807,True,8,,1064,INDEPENDENT_STOCHASTIC_RETRY,3313863056,REJECTED,500,0.30426223297403476,-0.08511648893237933
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,49,3548,fault_05,False,500,0.17160077009049757,64,True,REJECTED,500,0.24560707662400902,-0.07400630653351145,True,9,,1064,BOUNDED_PLANAR_COMPENSATION,2597698252,ACCEPTED,89,0.049884686462591435,0.12171608362790613
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,49,3548,fault_05,False,500,0.17160077009049757,64,True,REJECTED,500,0.24560707662400902,-0.07400630653351145,True,9,,1064,INDEPENDENT_STOCHASTIC_RETRY,2597698252,ACCEPTED,175,0.04766326552463317,0.1239375045658644
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,56,3555,fault_05,False,500,0.4424863055735203,64,True,INCONCLUSIVE,500,0.2183736784319111,0.2241126271416092,True,10,,1064,BOUNDED_PLANAR_COMPENSATION,3537293005,ACCEPTED,241,0.047988372320906435,0.3944979332526139
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,56,3555,fault_05,False,500,0.4424863055735203,64,True,INCONCLUSIVE,500,0.2183736784319111,0.2241126271416092,True,10,,1064,INDEPENDENT_STOCHASTIC_RETRY,3537293005,INCONCLUSIVE,500,0.13996208648629022,0.3025242190872301
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,57,3556,fault_05,False,500,0.10265907302225498,64,True,REJECTED,500,0.18059901377909812,-0.07793994075684314,True,11,,1064,BOUNDED_PLANAR_COMPENSATION,2941067832,ACCEPTED,394,0.04603036673744475,0.05662870628481023
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,57,3556,fault_05,False,500,0.10265907302225498,64,True,REJECTED,500,0.18059901377909812,-0.07793994075684314,True,11,,1064,INDEPENDENT_STOCHASTIC_RETRY,2941067832,ACCEPTED,68,0.046401351633958865,0.056257721388296114
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,67,3566,fault_05,False,500,0.18782872500169262,64,True,REJECTED,500,0.3881499955060332,-0.20032127050434057,True,12,,1064,BOUNDED_PLANAR_COMPENSATION,3936618378,INCONCLUSIVE,500,0.16369406311306997,0.02413466188862265
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,67,3566,fault_05,False,500,0.18782872500169262,64,True,REJECTED,500,0.3881499955060332,-0.20032127050434057,True,12,,1064,INDEPENDENT_STOCHASTIC_RETRY,3936618378,REJECTED,500,0.19648732656070053,-0.008658601559007911
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,91,3590,fault_05,False,500,0.240145602862563,64,True,REJECTED,500,0.2500378655493071,-0.009892262686744119,True,13,,1064,BOUNDED_PLANAR_COMPENSATION,2471434836,REJECTED,500,0.2892472629479378,-0.04910166008537478
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,91,3590,fault_05,False,500,0.240145602862563,64,True,REJECTED,500,0.2500378655493071,-0.009892262686744119,True,13,,1064,INDEPENDENT_STOCHASTIC_RETRY,2471434836,ACCEPTED,107,0.046754909949795045,0.19339069291276795
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,96,3595,fault_05,False,500,0.21750434082018996,64,True,REJECTED,500,0.2822109280939916,-0.06470658727380166,True,14,,1064,BOUNDED_PLANAR_COMPENSATION,1067583718,ACCEPTED,113,0.04498318695886837,0.1725211538613216
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,96,3595,fault_05,False,500,0.21750434082018996,64,True,REJECTED,500,0.2822109280939916,-0.06470658727380166,True,14,,1064,INDEPENDENT_STOCHASTIC_RETRY,1067583718,ACCEPTED,196,0.04919607151886223,0.16830826930132772
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,98,3597,fault_05,False,500,0.28813415215985116,64,True,REJECTED,500,0.3078603476118442,-0.019726195451993056,True,15,,1064,BOUNDED_PLANAR_COMPENSATION,3253131965,REJECTED,500,0.29893300499946585,-0.010798852839614681
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,98,3597,fault_05,False,500,0.28813415215985116,64,True,REJECTED,500,0.3078603476118442,-0.019726195451993056,True,15,,1064,INDEPENDENT_STOCHASTIC_RETRY,3253131965,ACCEPTED,310,0.049924156956626664,0.2382099952032245
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,108,3607,fault_05,False,500,0.23785015146246977,64,True,REJECTED,500,0.6395029606166199,-0.40165280915415014,True,16,,1064,BOUNDED_PLANAR_COMPENSATION,4007230702,INCONCLUSIVE,500,0.09988921530159382,0.13796093616087596
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,108,3607,fault_05,False,500,0.23785015146246977,64,True,REJECTED,500,0.6395029606166199,-0.40165280915415014,True,16,,1064,INDEPENDENT_STOCHASTIC_RETRY,4007230702,INCONCLUSIVE,500,0.124559094967142,0.11329105649532777
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,114,3613,fault_05,False,500,0.2913403302017666,64,True,INCONCLUSIVE,500,0.2685661875076297,0.022774142694136912,True,17,,1064,BOUNDED_PLANAR_COMPENSATION,399445984,ACCEPTED,128,0.0494202772425865,0.2419200529591801
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,114,3613,fault_05,False,500,0.2913403302017666,64,True,INCONCLUSIVE,500,0.2685661875076297,0.022774142694136912,True,17,,1064,INDEPENDENT_STOCHASTIC_RETRY,399445984,ACCEPTED,69,0.04909310944161321,0.24224722076015337
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,117,3616,fault_05,False,500,0.3531551439034054,64,True,INCONCLUSIVE,500,0.2399330856620714,0.11322205824133402,True,18,,1064,BOUNDED_PLANAR_COMPENSATION,2206406036,ACCEPTED,78,0.047426088851540045,0.3057290550518654
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,117,3616,fault_05,False,500,0.3531551439034054,64,True,INCONCLUSIVE,500,0.2399330856620714,0.11322205824133402,True,18,,1064,INDEPENDENT_STOCHASTIC_RETRY,2206406036,INCONCLUSIVE,500,0.25217544884048326,0.10097969506292215
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,129,3628,fault_05,False,500,0.2770670869985943,64,True,REJECTED,500,0.2770678037240135,-7.16725419236397e-07,True,19,,1064,BOUNDED_PLANAR_COMPENSATION,165843880,ACCEPTED,190,0.04976344591620863,0.22730364108238565
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,129,3628,fault_05,False,500,0.2770670869985943,64,True,REJECTED,500,0.2770678037240135,-7.16725419236397e-07,True,19,,1064,INDEPENDENT_STOCHASTIC_RETRY,165843880,ACCEPTED,165,0.04759856968056634,0.22946851731802795
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,149,3648,fault_05,False,500,0.19682799729537653,64,True,REJECTED,500,0.32485614996274714,-0.1280281526673706,True,20,,1064,BOUNDED_PLANAR_COMPENSATION,3444722581,REJECTED,500,0.28512854426829143,-0.0883005469729149
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,149,3648,fault_05,False,500,0.19682799729537653,64,True,REJECTED,500,0.32485614996274714,-0.1280281526673706,True,20,,1064,INDEPENDENT_STOCHASTIC_RETRY,3444722581,ACCEPTED,150,0.04771078263774502,0.1491172146576315
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,157,3656,fault_05,False,500,0.3843939985040674,64,True,INCONCLUSIVE,500,0.329324776274674,0.05506922222939342,True,21,,1064,BOUNDED_PLANAR_COMPENSATION,2858067649,INCONCLUSIVE,500,0.19340777765978304,0.19098622084428438
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,157,3656,fault_05,False,500,0.3843939985040674,64,True,INCONCLUSIVE,500,0.329324776274674,0.05506922222939342,True,21,,1064,INDEPENDENT_STOCHASTIC_RETRY,2858067649,INCONCLUSIVE,500,0.2982599628669892,0.08613403563707822
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,162,3661,fault_05,False,500,0.24176218532004468,64,True,REJECTED,500,0.2934457117104258,-0.05168352639038115,True,22,,1064,BOUNDED_PLANAR_COMPENSATION,3413494117,ACCEPTED,94,0.04737385760884945,0.19438832771119524
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,162,3661,fault_05,False,500,0.24176218532004468,64,True,REJECTED,500,0.2934457117104258,-0.05168352639038115,True,22,,1064,INDEPENDENT_STOCHASTIC_RETRY,3413494117,INCONCLUSIVE,500,0.19235209772553427,0.049410087594510405
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,165,3664,fault_05,False,500,0.26774520048520867,64,True,REJECTED,500,0.2750109763526503,-0.007265775867441648,True,23,,1064,BOUNDED_PLANAR_COMPENSATION,143698961,REJECTED,500,0.37447455280494985,-0.10672935231974118
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,165,3664,fault_05,False,500,0.26774520048520867,64,True,REJECTED,500,0.2750109763526503,-0.007265775867441648,True,23,,1064,INDEPENDENT_STOCHASTIC_RETRY,143698961,ACCEPTED,150,0.049949851162210256,0.2177953493229984
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,171,3670,fault_05,False,500,0.2772090273046348,64,True,REJECTED,500,0.3254293658322168,-0.04822033852758201,True,24,,1064,BOUNDED_PLANAR_COMPENSATION,12019275,ACCEPTED,140,0.047185482449012585,0.23002354485562224
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,171,3670,fault_05,False,500,0.2772090273046348,64,True,REJECTED,500,0.3254293658322168,-0.04822033852758201,True,24,,1064,INDEPENDENT_STOCHASTIC_RETRY,12019275,ACCEPTED,134,0.045815635625204444,0.23139339167943038
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,174,3673,fault_05,False,500,0.224671569314337,64,True,INCONCLUSIVE,500,0.21532304635714014,0.009348522957196848,True,25,,1064,BOUNDED_PLANAR_COMPENSATION,563870937,ACCEPTED,498,0.04868376856422664,0.17598780075011033
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,174,3673,fault_05,False,500,0.224671569314337,64,True,INCONCLUSIVE,500,0.21532304635714014,0.009348522957196848,True,25,,1064,INDEPENDENT_STOCHASTIC_RETRY,563870937,REJECTED,500,0.46167893168448765,-0.23700736237015066
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,182,3681,fault_05,False,500,0.1879212075817232,64,True,INCONCLUSIVE,500,0.18422569534791852,0.003695512233804682,True,26,,1064,BOUNDED_PLANAR_COMPENSATION,947549905,ACCEPTED,91,0.049709863887739576,0.13821134369398363
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,182,3681,fault_05,False,500,0.1879212075817232,64,True,INCONCLUSIVE,500,0.18422569534791852,0.003695512233804682,True,26,,1064,INDEPENDENT_STOCHASTIC_RETRY,947549905,ACCEPTED,81,0.04745311785598695,0.14046808972573627
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,211,3710,fault_05,False,500,0.32819725720565696,64,True,REJECTED,500,0.3878575126636363,-0.059660255457979317,True,27,,1064,BOUNDED_PLANAR_COMPENSATION,2118155354,INCONCLUSIVE,500,0.21644486484476566,0.1117523923608913
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,211,3710,fault_05,False,500,0.32819725720565696,64,True,REJECTED,500,0.3878575126636363,-0.059660255457979317,True,27,,1064,INDEPENDENT_STOCHASTIC_RETRY,2118155354,ACCEPTED,234,0.049381935742400296,0.27881532146325666
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,219,3718,fault_05,False,500,0.3009747149968628,64,True,REJECTED,500,0.371035528075773,-0.07006081307891021,True,28,,1064,BOUNDED_PLANAR_COMPENSATION,795849944,INCONCLUSIVE,500,0.12432339494819857,0.17665132004866424
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,219,3718,fault_05,False,500,0.3009747149968628,64,True,REJECTED,500,0.371035528075773,-0.07006081307891021,True,28,,1064,INDEPENDENT_STOCHASTIC_RETRY,795849944,ACCEPTED,217,0.049913359770552,0.2510613552263108
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,228,3727,fault_05,False,500,0.3119311186861072,64,True,INCONCLUSIVE,500,0.276096751622684,0.03583436706342319,True,29,,1064,BOUNDED_PLANAR_COMPENSATION,3149745774,ACCEPTED,134,0.044962311776765934,0.2669688069093412
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,228,3727,fault_05,False,500,0.3119311186861072,64,True,INCONCLUSIVE,500,0.276096751622684,0.03583436706342319,True,29,,1064,INDEPENDENT_STOCHASTIC_RETRY,3149745774,INCONCLUSIVE,500,0.2941135519009952,0.017817566785111982
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,231,3730,fault_05,False,500,0.5091955116547354,64,True,INCONCLUSIVE,500,0.2817447191653947,0.22745079248934075,True,30,,1064,BOUNDED_PLANAR_COMPENSATION,2603958154,INCONCLUSIVE,500,0.2101308746114698,0.29906463704326564
acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856,fdff57ab321bbf4edc5f8ed6e17bcd8a83c4c17a,231,3730,fault_05,False,500,0.5091955116547354,64,True,INCONCLUSIVE,500,0.2817447191653947,0.22745079248934075,True,30,,1064,INDEPENDENT_STOCHASTIC_RETRY,2603958154,ACCEPTED,81,0.049130948806173365,0.46006456284856206
