score_name,threshold,retry_requests,retry_request_rate,recovered_cases,recovery_rate_over_population,unnecessary_retries,missed_recoveries,additional_environment_steps,recoveries_per_100_additional_steps,source_run_id,source_manifest_id
first_observed_progress,-0.018272510814530407,17,0.5666666666666667,11,0.36666666666666664,6,8,4154,0.26480500722195477,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.018932000089562084,18,0.6,11,0.36666666666666664,7,8,4654,0.23635582294800173,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.019726195451993056,19,0.6333333333333333,12,0.4,7,7,4964,0.24174053182917002,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.02198081198638807,20,0.6666666666666666,12,0.4,8,7,5464,0.21961932650073207,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.04822033852758201,21,0.7,13,0.43333333333333335,8,6,5598,0.23222579492675954,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.05168352639038115,22,0.7333333333333333,13,0.43333333333333335,9,6,6098,0.21318465070514922,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.059660255457979317,23,0.7666666666666667,14,0.4666666666666667,9,5,6332,0.22109917877447885,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.06470658727380166,24,0.8,15,0.5,9,4,6528,0.22977941176470587,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.07006081307891021,25,0.8333333333333334,16,0.5333333333333333,9,3,6745,0.23721275018532245,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.07400630653351145,26,0.8666666666666667,17,0.5666666666666667,9,2,6920,0.24566473988439305,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.07793994075684314,27,0.9,18,0.6,9,1,6988,0.2575844304522038,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.1280281526673706,28,0.9333333333333333,19,0.6333333333333333,9,0,7138,0.2661810030820958,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.20032127050434057,29,0.9666666666666667,19,0.6333333333333333,10,0,7638,0.24875621890547264,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
first_observed_progress,-0.40165280915415014,30,1.0,19,0.6333333333333333,11,0,8138,0.2334725976898501,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,inf,0,0.0,0,0.0,0,19,0,,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.1391338384080734,1,0.03333333333333333,1,0.03333333333333333,0,18,143,0.6993006993006993,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.18059901377909812,2,0.06666666666666667,2,0.06666666666666667,0,17,211,0.9478672985781991,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.18422569534791852,3,0.1,3,0.1,0,16,292,1.0273972602739727,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.21532304635714014,4,0.13333333333333333,3,0.1,1,16,792,0.3787878787878788,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2183736784319111,5,0.16666666666666666,3,0.1,2,16,1292,0.23219814241486067,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2293746113725,6,0.2,3,0.1,3,16,1792,0.16741071428571427,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.23219138680349535,7,0.23333333333333334,4,0.13333333333333333,3,15,1862,0.21482277121374865,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2399330856620714,8,0.26666666666666666,4,0.13333333333333333,4,15,2362,0.1693480101608806,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2411265560280435,9,0.3,4,0.13333333333333333,5,15,2862,0.13976240391334732,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.24267925647188457,10,0.3333333333333333,5,0.16666666666666666,5,14,2928,0.17076502732240437,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.24560707662400902,11,0.36666666666666664,6,0.2,5,13,3103,0.19336126329358685,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.24688264907274096,12,0.4,7,0.23333333333333334,5,12,3167,0.22102936532996525,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2500378655493071,13,0.43333333333333335,8,0.26666666666666666,5,11,3274,0.24434941967012827,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.26828249271174714,14,0.4666666666666667,8,0.26666666666666666,6,11,3774,0.21197668256491786,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2685661875076297,15,0.5,9,0.3,6,10,3843,0.234192037470726,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2750109763526503,16,0.5333333333333333,10,0.3333333333333333,6,9,3993,0.25043826696719257,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.276096751622684,17,0.5666666666666667,10,0.3333333333333333,7,9,4493,0.22256843979523702,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2770678037240135,18,0.6,11,0.36666666666666664,7,8,4658,0.23615285530270502,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2817447191653947,19,0.6333333333333333,12,0.4,7,7,4739,0.2532179784764718,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2822109280939916,20,0.6666666666666666,13,0.43333333333333335,7,6,4935,0.2634245187436677,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.2934457117104258,21,0.7,13,0.43333333333333335,8,6,5435,0.23919043238270468,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.3078603476118442,22,0.7333333333333333,14,0.4666666666666667,8,5,5745,0.24369016536118362,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.32485614996274714,23,0.7666666666666667,15,0.5,8,4,5895,0.2544529262086514,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.3254293658322168,24,0.8,16,0.5333333333333333,8,3,6029,0.2653839774423619,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.329324776274674,25,0.8333333333333334,16,0.5333333333333333,9,3,6529,0.24506049931076734,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.34070714360135135,26,0.8666666666666667,17,0.5666666666666667,9,2,6687,0.25422461492448034,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.371035528075773,27,0.9,18,0.6,9,1,6904,0.2607184241019699,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.3878575126636363,28,0.9333333333333333,19,0.6333333333333333,9,0,7138,0.2661810030820958,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.3881499955060332,29,0.9666666666666667,19,0.6333333333333333,10,0,7638,0.24875621890547264,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
negative_first_final_distance,-0.6395029606166199,30,1.0,19,0.6333333333333333,11,0,8138,0.2334725976898501,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
categorical_status,inf,0,0.0,0,0.0,0,19,0,,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
categorical_status,1.0,12,0.4,7,0.23333333333333334,5,12,3089,0.22661055357720944,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
categorical_status,0.0,30,1.0,19,0.6333333333333333,11,0,8138,0.2334725976898501,acr_continuous_feedback_20260803T033027Z_fdff57ab321b,4bca2c97898ef8f36e3fc100cf5df19fe37808f9da44de5205b17a09d3d9e856
