schema_version,episode_id,seed,success,steps,episode_return,elapsed_time_ms,clipped_step_count,clipped_step_fraction,clipped_element_count,clipped_element_fraction,final_object_goal_distance,min_gripper_object_distance,object_displacement,progress_to_goal,trajectory_path
2,11,110,True,61,166.53345572597428,84.4399998895824,25,0.4098360655737705,36,0.14754098360655737,0.04624758433196378,0.03168263710040088,0.21721834690718714,0.2154436012730657,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\day2_5\baseline_trajectories\episode_011_seed_110.jsonl
2,12,111,True,60,171.2987882278504,79.4497998431325,27,0.45,27,0.1125,0.04533459522790671,0.03112908479697792,0.16294966214560014,0.16157113963047492,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\day2_5\baseline_trajectories\episode_012_seed_111.jsonl
2,13,112,True,64,213.3735903968721,79.97120008803904,30,0.46875,30,0.1171875,0.048833785205209326,0.03163185554534645,0.18130340795451094,0.17818236577709384,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\day2_5\baseline_trajectories\episode_013_seed_112.jsonl
2,14,113,True,60,210.22603192515038,79.57599987275898,33,0.55,36,0.15,0.04875722206164326,0.03366368190083497,0.22795929205242202,0.22418588774740614,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\day2_5\baseline_trajectories\episode_014_seed_113.jsonl
2,15,114,True,71,226.16612400892737,93.90119998715818,34,0.4788732394366197,39,0.13732394366197184,0.04993705199076417,0.0322770000268058,0.2363624412408425,0.22877445260740178,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\day2_5\baseline_trajectories\episode_015_seed_114.jsonl
2,16,115,True,64,217.75647191025564,82.54149998538196,30,0.46875,30,0.1171875,0.04873870357782979,0.03261907617835624,0.18080621578644912,0.17729476175652836,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\day2_5\baseline_trajectories\episode_016_seed_115.jsonl
2,17,116,True,67,226.98624295308684,87.44259993545711,33,0.4925373134328358,33,0.12313432835820895,0.04907470200546504,0.031824136945802994,0.2050340301097076,0.19829515560833158,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\day2_5\baseline_trajectories\episode_017_seed_116.jsonl
2,18,117,True,61,180.73909495388847,74.47370002046227,24,0.39344262295081966,24,0.09836065573770492,0.04735191265091286,0.0336540149695153,0.1392807988068968,0.13579992610669522,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\day2_5\baseline_trajectories\episode_018_seed_117.jsonl
2,19,118,True,56,163.08684336533076,66.00310001522303,24,0.42857142857142855,31,0.13839285714285715,0.04550269076736874,0.03248464824429828,0.17800414029120765,0.1752028124562366,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\day2_5\baseline_trajectories\episode_019_seed_118.jsonl
2,20,119,True,70,234.55946323964693,85.34660004079342,37,0.5285714285714286,40,0.14285714285714285,0.04796566415480858,0.031227873789898386,0.25138068057471297,0.242640702102833,C:\Users\Administrator\Desktop\embodied-agent-projects\outputs\day2_5\baseline_trajectories\episode_020_seed_119.jsonl
